State,District,Market,Commodity,Variety,Grade,Arrival_Date,Year,Month,Week,Season,Rainfall_mm,Temperature_C,Humidity_percent,Min_Price_Rs_per_Quintal,Max_Price_Rs_per_Quintal,Modal_Price_Rs_per_Quintal
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-07-24,2026,7,43,Monsoon,243.4,27.9,74.6,538.0,587.87,562.53
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-07-31,2026,7,44,Monsoon,234.8,26.7,78.8,534.0,577.4,555.11
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-08-07,2026,8,45,Monsoon,206.9,27.9,65.5,524.0,564.14,545.77
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-08-14,2026,8,46,Monsoon,240.0,28.3,84.5,538.16,586.01,557.94
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-08-21,2026,8,47,Monsoon,110.9,27.7,67.8,541.13,583.86,561.95
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-08-28,2026,8,48,Monsoon,194.1,28.5,73.7,550.46,588.69,566.85
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-09-04,2026,9,49,Monsoon,224.2,27.7,85.5,549.86,603.06,577.11
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-09-11,2026,9,50,Monsoon,191.5,27.0,85.3,561.27,611.22,585.64
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-09-18,2026,9,51,Monsoon,254.8,27.3,81.4,567.71,616.82,593.16
Uttar Pradesh,Bijnor,Dhampur APMC,Potato,Other,FAQ,2026-09-25,2026,9,52,Monsoon,246.1,26.1,82.6,577.14,618.64,600.0
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-10-03,2025,10,1,Post-Monsoon,26.0,23.2,60.7,3195.79,3197.59,3196.82
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-10-10,2025,10,2,Post-Monsoon,49.5,19.9,56.4,3168.89,3171.25,3170.05
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-10-17,2025,10,3,Post-Monsoon,81.4,22.0,62.1,3154.28,3156.23,3155.26
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-10-24,2025,10,4,Post-Monsoon,77.0,24.3,58.1,3115.28,3117.15,3116.33
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-10-31,2025,10,5,Post-Monsoon,63.1,22.3,60.2,3165.31,3167.61,3166.47
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-11-07,2025,11,6,Post-Monsoon,86.2,24.3,67.0,3221.89,3224.52,3223.17
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-11-14,2025,11,7,Post-Monsoon,37.7,21.5,58.1,3190.36,3192.37,3191.53
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-11-21,2025,11,8,Post-Monsoon,35.2,16.8,50.5,3141.46,3143.98,3142.65
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-11-28,2025,11,9,Post-Monsoon,75.7,24.6,75.2,3146.93,3149.39,3148.31
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-12-05,2025,12,10,Winter,26.3,16.5,39.2,2187.19,2188.54,2187.85
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-12-12,2025,12,11,Winter,20.1,20.5,43.7,2262.25,2263.67,2262.92
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-12-19,2025,12,12,Winter,11.1,19.8,42.3,2243.95,2245.33,2244.55
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2025-12-26,2025,12,13,Winter,12.3,14.1,40.5,2171.71,2173.29,2172.44
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-01-02,2026,1,14,Winter,21.3,14.8,39.2,2127.45,2129.11,2128.32
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-01-09,2026,1,15,Winter,21.3,17.5,45.4,2074.97,2076.34,2075.67
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-01-16,2026,1,16,Winter,0.2,21.2,46.1,2092.02,2093.85,2092.8
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-01-23,2026,1,17,Winter,10.0,12.9,49.6,2099.13,2100.83,2100.05
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-01-30,2026,1,18,Winter,13.5,22.1,38.0,2110.33,2111.81,2111.09
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-02-06,2026,2,19,Winter,16.9,19.3,48.6,2150.35,2151.68,2150.96
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-02-13,2026,2,20,Winter,21.7,17.7,51.3,2207.0,2208.65,2207.82
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-02-20,2026,2,21,Winter,19.3,14.8,51.6,2239.4,2241.16,2240.15
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-02-27,2026,2,22,Winter,7.9,18.9,43.9,2268.63,2269.87,2269.34
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-03-06,2026,3,23,Summer,4.6,35.0,40.2,2614.95,2616.94,2616.12
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-03-13,2026,3,24,Summer,22.9,31.5,46.5,2600.66,2601.99,2601.39
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-03-20,2026,3,25,Summer,27.8,33.3,29.6,2659.88,2661.6,2660.63
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-03-27,2026,3,26,Summer,45.3,31.7,34.5,2643.03,2644.92,2644.02
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-04-03,2026,4,27,Summer,22.3,35.7,58.7,2692.3,2693.81,2693.15
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-04-10,2026,4,28,Summer,32.8,29.4,37.1,2702.58,2704.42,2703.52
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-04-17,2026,4,29,Summer,11.4,34.6,26.0,2739.8,2741.51,2740.69
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-04-24,2026,4,30,Summer,35.0,29.0,41.6,2709.59,2711.18,2710.33
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-05-01,2026,5,31,Summer,18.9,34.3,41.5,2745.64,2747.89,2746.78
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-05-08,2026,5,32,Summer,44.6,36.8,43.8,2725.25,2726.6,2725.92
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-05-15,2026,5,33,Summer,57.4,31.8,36.2,2739.75,2741.82,2740.8
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-05-22,2026,5,34,Summer,44.4,31.6,41.9,2744.54,2745.94,2745.09
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-05-29,2026,5,35,Summer,22.9,37.3,29.0,2798.73,2800.28,2799.66
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-06-05,2026,6,36,Summer,5.2,29.4,33.9,2839.04,2841.21,2840.2
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-06-12,2026,6,37,Summer,55.2,39.1,32.8,2769.81,2771.79,2770.66
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-06-19,2026,6,38,Summer,32.2,35.1,43.2,2741.64,2743.36,2742.52
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-06-26,2026,6,39,Summer,0.0,32.0,34.6,2720.86,2722.91,2721.84
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-07-03,2026,7,40,Monsoon,299.0,28.3,72.9,3167.7,3169.83,3168.86
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-07-10,2026,7,41,Monsoon,226.8,27.1,85.4,3150.42,3153.09,3151.65
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-07-17,2026,7,42,Monsoon,139.0,28.6,70.3,3105.56,3107.54,3106.46
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-07-24,2026,7,43,Monsoon,231.3,26.2,86.5,3048.13,3050.05,3049.08
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-07-31,2026,7,44,Monsoon,219.1,26.2,74.2,3087.28,3089.46,3088.44
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-08-07,2026,8,45,Monsoon,220.1,27.9,74.8,2997.64,2999.76,2998.56
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-08-14,2026,8,46,Monsoon,270.2,29.4,65.0,3050.81,3052.84,3052.02
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-08-21,2026,8,47,Monsoon,122.5,30.3,90.2,2998.18,3000.32,2999.21
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-08-28,2026,8,48,Monsoon,200.2,30.3,81.7,2983.95,2986.18,2985.06
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-09-04,2026,9,49,Monsoon,210.0,28.4,84.2,2938.27,2940.0,2938.71
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-09-11,2026,9,50,Monsoon,228.3,26.1,66.5,2903.26,2905.24,2904.07
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-09-18,2026,9,51,Monsoon,185.5,27.8,81.2,2899.24,2901.4,2900.15
Tamil Nadu,Theni,Andipatti(Uzhavar Sandhai ),Potato,Other,Local,2026-09-25,2026,9,52,Monsoon,148.3,29.3,81.3,2898.92,2901.12,2900.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-03,2025,10,1,Post-Monsoon,45.8,26.7,63.9,6009.94,6015.41,6012.68
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-10,2025,10,2,Post-Monsoon,46.2,28.9,66.2,6015.5,6020.1,6017.45
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-17,2025,10,3,Post-Monsoon,32.0,25.0,68.8,6055.69,6059.78,6057.81
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-24,2025,10,4,Post-Monsoon,64.7,20.8,55.9,6025.92,6031.46,6028.31
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-10-31,2025,10,5,Post-Monsoon,64.9,21.7,64.2,6096.55,6102.08,6099.54
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-07,2025,11,6,Post-Monsoon,62.0,22.7,64.5,6073.05,6078.44,6075.39
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-14,2025,11,7,Post-Monsoon,91.4,23.7,51.4,6238.38,6244.98,6241.56
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-21,2025,11,8,Post-Monsoon,95.5,26.7,55.9,6273.38,6278.08,6275.42
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-11-28,2025,11,9,Post-Monsoon,67.5,25.7,68.8,6222.41,6228.17,6224.9
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-05,2025,12,10,Winter,10.1,17.4,42.8,4258.83,4262.08,4261.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-12,2025,12,11,Winter,18.3,17.3,50.2,4331.05,4334.7,4332.77
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-19,2025,12,12,Winter,17.6,21.2,38.3,4237.64,4241.14,4239.06
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2025-12-26,2025,12,13,Winter,3.0,16.1,36.3,4326.4,4329.94,4328.11
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-02,2026,1,14,Winter,0.0,16.3,42.3,4356.98,4360.31,4358.85
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-09,2026,1,15,Winter,10.9,22.5,46.3,4363.86,4367.93,4365.59
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-16,2026,1,16,Winter,9.2,17.6,47.4,4327.25,4331.07,4329.38
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-23,2026,1,17,Winter,0.0,24.9,50.8,4358.4,4362.76,4360.57
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-01-30,2026,1,18,Winter,3.5,18.2,45.4,4309.5,4313.15,4311.5
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-06,2026,2,19,Winter,19.7,18.3,56.8,4189.36,4193.16,4191.47
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-13,2026,2,20,Winter,9.6,21.3,39.5,4153.37,4156.92,4155.02
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-20,2026,2,21,Winter,21.4,19.5,32.4,4144.27,4147.89,4146.35
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-02-27,2026,2,22,Winter,6.4,22.0,43.1,4190.97,4194.54,4192.78
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-06,2026,3,23,Summer,39.7,30.8,38.8,4924.15,4928.47,4926.35
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-13,2026,3,24,Summer,19.8,29.0,46.5,4849.44,4854.06,4851.59
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-20,2026,3,25,Summer,38.6,34.5,47.9,4811.9,4815.68,4813.18
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-03-27,2026,3,26,Summer,46.0,33.9,48.8,4821.97,4826.58,4824.3
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-03,2026,4,27,Summer,53.0,35.9,39.5,4878.68,4882.68,4880.66
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-10,2026,4,28,Summer,16.2,37.4,37.0,4947.66,4951.98,4949.96
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-17,2026,4,29,Summer,17.5,30.8,27.9,4856.12,4860.78,4858.73
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-04-24,2026,4,30,Summer,38.2,28.0,41.3,4870.47,4874.15,4872.18
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-01,2026,5,31,Summer,12.2,32.8,43.6,4936.14,4940.93,4938.47
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-08,2026,5,32,Summer,38.4,38.2,28.2,4881.1,4885.66,4883.67
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-15,2026,5,33,Summer,5.9,37.7,41.6,5023.02,5028.01,5025.31
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-22,2026,5,34,Summer,35.3,32.4,34.5,4996.1,5000.43,4998.09
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-05-29,2026,5,35,Summer,42.3,35.4,50.2,5082.06,5087.5,5084.55
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-05,2026,6,36,Summer,62.4,38.2,38.6,5144.96,5149.71,5147.44
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-12,2026,6,37,Summer,35.1,35.6,38.9,5102.72,5106.73,5104.63
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-19,2026,6,38,Summer,30.9,35.2,40.9,5113.63,5118.0,5116.08
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-06-26,2026,6,39,Summer,49.2,34.5,49.7,5229.12,5233.18,5231.0
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-03,2026,7,40,Monsoon,275.4,28.7,79.3,5977.66,5982.75,5979.23
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-10,2026,7,41,Monsoon,255.8,26.3,77.1,6004.26,6010.02,6007.09
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-17,2026,7,42,Monsoon,241.1,27.4,92.4,5880.71,5886.7,5883.43
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-24,2026,7,43,Monsoon,284.4,29.3,75.3,5924.97,5930.27,5926.93
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-07-31,2026,7,44,Monsoon,233.0,30.5,80.6,5900.83,5905.02,5902.82
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-07,2026,8,45,Monsoon,274.4,23.0,73.0,5958.0,5963.61,5961.01
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-14,2026,8,46,Monsoon,171.4,26.2,78.9,5894.83,5899.56,5897.44
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-21,2026,8,47,Monsoon,146.1,26.3,86.0,5935.95,5940.66,5937.51
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-08-28,2026,8,48,Monsoon,200.4,28.8,80.0,5915.57,5920.82,5918.2
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-04,2026,9,49,Monsoon,235.2,24.5,76.3,5693.37,5699.22,5695.86
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-11,2026,9,50,Monsoon,255.0,30.2,79.3,5712.8,5717.34,5714.75
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-18,2026,9,51,Monsoon,265.4,28.4,83.3,5831.57,5837.52,5834.29
Tamil Nadu,Pudukkottai,Pudukottai(Uzhavar Sandhai ),Potato,Red Nanital,Local,2026-09-25,2026,9,52,Monsoon,193.5,26.1,81.0,5748.2,5752.24,5750.0
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-10-03,2025,10,1,Post-Monsoon,103.3,19.5,57.6,546.19,598.42,574.07
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-10-10,2025,10,2,Post-Monsoon,38.9,26.3,61.6,559.57,600.88,577.43
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-10-17,2025,10,3,Post-Monsoon,85.5,21.8,66.9,543.98,590.61,567.12
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-10-24,2025,10,4,Post-Monsoon,80.4,24.8,54.5,532.65,575.28,556.55
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-10-31,2025,10,5,Post-Monsoon,75.7,23.3,56.9,545.06,588.93,567.05
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-11-07,2025,11,6,Post-Monsoon,85.7,25.6,65.1,544.66,594.01,568.83
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-11-14,2025,11,7,Post-Monsoon,71.1,21.6,58.3,537.91,588.39,560.92
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-11-21,2025,11,8,Post-Monsoon,50.8,25.0,69.1,533.93,582.71,559.4
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-11-28,2025,11,9,Post-Monsoon,104.7,20.9,55.8,534.51,579.28,555.83
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-12-05,2025,12,10,Winter,11.3,19.6,53.8,363.74,393.75,378.77
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-12-12,2025,12,11,Winter,14.8,24.0,49.2,367.79,392.27,380.64
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-12-19,2025,12,12,Winter,8.6,14.4,45.1,357.53,381.03,369.13
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2025-12-26,2025,12,13,Winter,23.9,18.0,51.2,364.5,396.87,377.26
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-01-02,2026,1,14,Winter,14.6,15.4,52.1,357.23,391.51,378.43
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-01-09,2026,1,15,Winter,5.4,11.7,56.8,363.54,391.61,375.57
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-01-16,2026,1,16,Winter,17.8,19.1,51.0,368.94,393.24,381.3
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-01-23,2026,1,17,Winter,17.3,21.4,40.9,360.57,389.44,376.14
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-01-30,2026,1,18,Winter,12.5,19.2,46.4,358.39,393.21,375.12
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-02-06,2026,2,19,Winter,5.3,19.7,50.5,350.48,384.53,369.03
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-02-13,2026,2,20,Winter,20.0,18.0,51.3,357.41,391.21,373.89
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-02-20,2026,2,21,Winter,0.9,17.9,53.6,368.78,393.61,381.33
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-02-27,2026,2,22,Winter,8.3,16.2,53.3,368.75,400.0,384.29
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-03-06,2026,3,23,Summer,38.7,29.4,42.1,430.92,468.47,451.73
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-03-13,2026,3,24,Summer,22.0,34.5,34.4,424.96,462.6,443.98
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-03-20,2026,3,25,Summer,54.9,34.3,47.9,418.53,463.31,441.83
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-03-27,2026,3,26,Summer,14.6,31.2,53.6,426.93,460.02,444.25
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-04-03,2026,4,27,Summer,19.0,28.9,40.1,422.77,460.73,441.31
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-04-10,2026,4,28,Summer,60.9,29.2,44.2,417.57,457.89,439.18
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-04-17,2026,4,29,Summer,8.9,29.0,57.9,420.93,448.13,432.66
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-04-24,2026,4,30,Summer,64.2,32.9,30.4,413.22,448.29,428.7
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-05-01,2026,5,31,Summer,43.5,27.9,32.0,405.69,434.03,420.13
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-05-08,2026,5,32,Summer,48.3,31.9,28.5,402.46,440.77,422.71
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-05-15,2026,5,33,Summer,39.0,37.7,40.1,406.42,445.41,423.88
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-05-22,2026,5,34,Summer,14.9,32.2,43.3,406.02,443.47,425.32
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-05-29,2026,5,35,Summer,30.1,36.4,37.1,405.29,445.71,423.87
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-06-05,2026,6,36,Summer,45.3,36.3,45.8,402.43,435.38,420.97
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-06-12,2026,6,37,Summer,12.9,31.3,48.4,403.07,439.1,419.93
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-06-19,2026,6,38,Summer,44.8,37.8,45.6,401.89,431.55,418.08
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-06-26,2026,6,39,Summer,64.9,36.2,43.0,403.62,432.19,419.88
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-07-03,2026,7,40,Monsoon,243.2,26.9,70.2,475.77,517.7,497.1
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-07-10,2026,7,41,Monsoon,240.5,25.6,71.8,475.92,518.26,496.69
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-07-17,2026,7,42,Monsoon,176.4,27.1,81.1,471.11,507.06,493.27
Uttar Pradesh,Hathras,Haathras APMC,Potato,Other,FAQ,2026-07-24,2026,7,43,Monsoon,237.1,24.5,82.0,472.06,511.43,492.41
